customer_id,customer_name,branch_code,branch_name,customer_pan_card_no,customer_adhar_card_no,date_of_birth,address,name_of_city,state_name,state_code,country,zip_code,mobile_no,kyc_status,risk_id,income_slab,kyc_number,crn_unique_id,account_type,nationality,sip_status,has_demat_account,demat_account_no,networth,sip_amount,age
5985,Diya Keer,169,Belgaum,3504800714,881902130862,2000-03-07,"H.No. 278, Gala Circle",69,KARNATAKA,29,India,405985,5371966860,Rejected,2,Low,804417,9b7dccb8-2f4a-4f38-ac76-c5bf020644bf,Current,Indian,No,No,,3380064.25,0.0,34
5986,Urvi Yogi,170,Bellary,8039886426,130079362988,1981-10-14,"61/777, Sridhar Nagar",70,KARNATAKA,29,India,405986,3624631465,Rejected,1,Medium,530938,0ecb1347-4123-4335-a129-c505cd3dc3d6,Savings,Indian,No,Yes,3326531446.0,5458165.61,0.0,72
5987,Ehsaan Gade,171,Bengaluru,3802830272,153565769545,2001-09-26,"03
Bhatia Ganj",71,KARNATAKA,29,India,405987,916555145767,Pending,1,Low,320331,155502a0-4861-4e16-a2eb-252b3cea955b,Savings,Indian,Yes,No,,5880567.22,25855.47,47
5988,Miraya Devan,172,Bettiah,7885502863,323484920488,1994-01-20,"09/32, Solanki Street",72,BIHAR,10,India,405988,2450810232,Pending,1,High,477175,1bd5fa93-78f0-44ab-9d08-26e87ed79286,Current,Indian,No,No,,5691297.71,0.0,75
5989,Kanav Malhotra,173,Betul,1163860674,725063764394,1998-04-28,"13
Vaidya Road",73,MADHYA PRADESH,23,India,405989,915644932955,Pending,3,Medium,266349,1b5f044b-e777-4ccf-9217-b4e7c7f22ab9,Savings,Indian,No,No,,2473805.2,0.0,62
5990,Samar Garg,174,Bhadrak,5231253038,574759208903,1970-08-11,"802, Dada Marg",74,ORISSA,21,India,405990,919994658450,Rejected,2,Medium,253978,7136a437-bc69-452f-a761-c44a4731ec6e,Current,Indian,Yes,Yes,6264869894.0,2521657.7,38686.16,32
5991,Onkar Dalal,175,Bhadravati,6362210498,743374045891,1989-10-30,"40/485
Majumdar",75,KARNATAKA,29,India,405991,914203301724,Verified,1,Medium,203761,1ee4f829-758d-4e7a-871e-1a4a9e12a353,Current,Indian,No,No,,224813.95,0.0,18
5992,Mannat Rana,176,Bhadreswar,1211827012,490484274575,1994-05-31,"222
Seshadri Path",76,WEST BENGAL,19,India,405992,3928018978,Pending,1,High,304000,df312022-685a-4d3d-8e9f-3d42d1c907c3,Savings,Indian,Yes,Yes,8120329319.0,206270.52,4308.59,19
5993,Sana Badami,177,Bhagalpur,1686541074,566315406979,1998-11-23,"32/421, Kala Chowk",77,BIHAR,10,India,405993,4219774629,Pending,1,Medium,421686,decda323-aced-44ca-a1c0-b76c4a7f7509,Savings,Indian,No,No,,4440578.44,0.0,70
5994,Jayesh Rastogi,178,Bhalswa Jahangir Pur,7620390126,579633204745,1984-06-30,"59/220
Dass Marg",78,NCT OF DELHI,7,India,405994,8809059161,Verified,4,Low,631461,bf972ca0-7c5e-4b5f-ac97-f0a323629712,Savings,Indian,No,No,,155369.55,0.0,22
5995,Tejas Ramaswamy,179,Bharatpur,2625758246,959826017165,1995-04-17,"94
Choudhry Path",79,RAJASTHAN,8,India,405995,8230751887,Pending,4,High,513883,03c248fc-3144-4d0c-95ce-8268fa5d3301,Savings,Indian,Yes,Yes,3771867798.0,3703594.16,61125.93,74
5996,Dhanuk Vala,180,Bharuch,5973269774,578134554549,1994-12-17,"608, Dada",80,GUJARAT,24,India,405996,5719148324,Pending,4,Low,897367,525124f3-bc5b-422d-8d56-a3aead295956,Savings,Indian,Yes,Yes,8615169102.0,114897.77,11816.16,25
5997,Anaya Ramakrishnan,181,Bhatpara,2233505638,911657514759,1982-10-27,"070
Dasgupta Marg",81,WEST BENGAL,19,India,405997,913967345880,Verified,2,High,838534,81d294be-2cff-43ff-8068-2a0fb81e867d,Current,Indian,Yes,No,,5807139.89,44301.62,60
5998,Ryan Shukla,182,Bhavnagar,8328809224,771066306407,1999-01-01,"704, Shenoy Circle",82,GUJARAT,24,India,405998,160801008,Rejected,2,Low,846753,5288b3ae-1172-4994-a273-b4ac646475e8,Current,Indian,No,No,,239152.66,0.0,25
5999,Indrans Dugar,183,Bhilai Nagar,9960266141,424997242759,2001-03-12,"53/999
Dani Nagar",83,CHHATTISGARH,22,India,405999,915955503609,Verified,3,Medium,125244,c6ed142a-2bce-4b72-82fd-12ebf0421f00,Savings,Indian,No,Yes,9992663876.0,5699842.36,0.0,70
6000,Dhanush Arya,184,Bhilwara,1383749159,167172147398,1997-02-14,"58/37, Upadhyay Ganj",84,RAJASTHAN,8,India,406000,8920055160,Rejected,3,Medium,478056,4303738b-899b-4621-8534-1a6d2f2bf652,Current,Indian,No,No,,2211997.21,0.0,30
6001,Kabir Chaudhari,185,Bhimavaram,2019755285,942334059449,1960-03-05,"633
Garg Chowk",85,ANDHRA PRADESH,28,India,406001,2381497250,Verified,4,Low,428052,299088dc-58f4-445e-aa86-753e04035f2e,Current,Indian,No,Yes,1894574147.0,5451773.92,0.0,70
6002,Yakshit Hayre,186,Bhind,6617910341,368708182013,1964-05-30,"46/47, Mani",86,MADHYA PRADESH,23,India,406002,8947649220,Pending,2,Low,927612,672d25c9-d949-405c-9025-23523e53f497,Savings,Indian,Yes,Yes,9260085163.0,872795.22,76407.7,75
6003,Shanaya Hora,187,Bhiwadi,4211726514,644182133747,1985-02-23,"37/135, Brahmbhatt",87,RAJASTHAN,8,India,406003,5040422161,Rejected,1,Low,410038,c869d901-3dec-4e74-a900-d0b4d63c50ec,Current,Indian,Yes,Yes,3611861407.0,4588580.66,20826.24,70
6004,Emir Gour,188,Bhiwandi,7472203616,520278578997,1977-03-04,"92/971
Mahal Nagar",88,MAHARASHTRA,27,India,406004,912701451952,Verified,2,Low,403685,e4687f95-0198-4152-8c7f-71ec0e59faa7,Savings,Indian,No,No,,7915743.92,0.0,39
6005,Vanya Subramaniam,189,Bhiwani,3744801884,943509293885,2002-01-23,"22/145, Amble Street",89,HARYANA,6,India,406005,910383206163,Rejected,3,Medium,162764,36ae9ca9-dcd8-4a81-ae4c-e08765009e69,Current,Indian,Yes,Yes,2872901912.0,3833292.7,44578.99,60
6006,Kartik Sibal,190,Bhopal,3020245443,876461777344,1986-06-23,"H.No. 83
Aurora Path",90,MADHYA PRADESH,23,India,406006,802491956,Rejected,3,High,852594,2e44ff4a-e4a4-4a2e-8613-54895e344e6c,Savings,Indian,No,Yes,7980554966.0,2121315.8,0.0,63
6007,Yasmin Ganguly,191,Bhubaneswar Town,4842627291,568159656730,1966-09-08,"H.No. 26, Bhatt Nagar",91,ORISSA,21,India,406007,2034444548,Rejected,2,Low,411660,1783a9d4-7ec6-473b-976a-410df550aa8a,Current,Indian,Yes,Yes,4844559813.0,3864737.22,45590.49,68
6008,Madhup Kapadia,192,Bhuj,6675730931,397065369974,1985-10-25,"70, Sane Marg",92,GUJARAT,24,India,406008,6598253891,Pending,1,Medium,213859,26fb87b2-7cf7-4ad8-b967-13509f1586c0,Savings,Indian,No,Yes,3111046214.0,8935724.41,0.0,50
6009,Vardaniya Krishnan,193,Bhusawal,6169598558,709637727476,1959-04-17,"99/84, Bhandari Zila",93,MAHARASHTRA,27,India,406009,6127486873,Pending,1,High,427618,1072ecd7-373f-4146-90a4-04dcfc5a079b,Savings,Indian,Yes,Yes,5510119246.0,5669635.28,63859.27,69
6010,Mohanlal Ganesh,194,Bid,5385880288,338419135081,2000-08-23,"040
Divan Nagar",94,MAHARASHTRA,27,India,406010,6298894479,Rejected,3,Low,156095,6f00cc35-433e-46d2-b6f4-e671a225a47f,Current,Indian,No,No,,1167939.11,0.0,71
6011,Suhana Sandal,195,Bidar,8514200838,968011328864,1960-03-27,"98
Sankar Zila",95,KARNATAKA,29,India,406011,916030336788,Verified,2,Low,589906,a22a5bd5-f3dd-45fa-aca5-e58533d5ec74,Savings,Indian,Yes,Yes,9339824557.0,152143.72,13367.68,20
6012,Aarna Chand,196,Bidhan Nagar,4505130052,490563339349,1969-08-31,"687
Shenoy Zila",96,WEST BENGAL,19,India,406012,3622753599,Rejected,4,High,355154,4f55d89f-cc8c-4278-8192-1257b5fddd19,Current,Indian,No,No,,3396878.65,0.0,32
6013,Divyansh Doctor,197,Biharsharif,7251215146,477287043591,2005-05-31,"43
Char Road",97,BIHAR,10,India,406013,3802705510,Pending,1,Medium,256725,dfd2250c-b05b-4d83-91d6-34bb96237b2a,Savings,Indian,Yes,Yes,1985436692.0,4489493.15,37974.71,59
6014,Siya Chandran,198,Bijapur,5807164465,961666629673,2004-09-17,"503
Chaudhuri Circle",98,KARNATAKA,29,India,406014,7372710735,Verified,3,Medium,906686,027d59ba-dfb9-48ca-8154-1e75e64a0294,Current,Indian,Yes,Yes,2740335659.0,5614599.8,61301.78,51
6015,Bhamini Garde,199,Bikaner,3875084537,915957412484,1985-04-01,"97, Dora Road",99,RAJASTHAN,8,India,406015,4835054622,Verified,2,Low,219478,cd42e1c5-0370-4fd1-a06e-0af9f8930a60,Current,Indian,Yes,No,,7550419.46,32877.82,36
6016,Alia Cherian,200,Bilaspur,2631123410,701174158475,1994-07-27,"57/647
Chhabra Circle",100,CHHATTISGARH,22,India,406016,913072369199,Verified,3,Medium,119551,fd8c54ea-ac60-428b-8b15-fb50fa8b9fc6,Current,Indian,Yes,No,,2360843.7,69054.19,62
6017,Saanvi Subramaniam,201,Bokaro Steel City,2982772320,747535198103,1973-11-06,"315
Devi Marg",101,JHARKHAND,20,India,406017,919996221217,Pending,1,Low,648370,9a239bbf-dee2-4574-b306-e50cacf4c9c1,Current,Indian,Yes,No,,7591533.38,36384.97,41
6018,Abram Kala,202,Bongaon,1583148638,842542210340,1984-02-18,"27, Bhagat Path",102,WEST BENGAL,19,India,406018,5969164566,Pending,3,High,389960,4bf3d447-6154-4d21-ab6b-8284b9be5775,Current,Indian,Yes,Yes,6606627683.0,8399663.62,11048.58,40
6019,Mahika Sarin,203,Botad,5244202145,107191395602,1979-08-05,"34/318
Bakshi Nagar",103,GUJARAT,24,India,406019,7435087277,Pending,1,Low,665688,c2f9b744-2a63-446d-bdab-4438342ddf29,Savings,Indian,No,No,,4100964.15,0.0,65
6020,Mishti Edwin,204,Brahmapur Town,6796966386,617360721933,1996-03-29,"H.No. 368
Ravi Chowk",104,ORISSA,21,India,406020,3835659026,Rejected,3,Low,546271,47e0800e-65c9-45a7-b0a5-e07be4e96626,Savings,Indian,No,Yes,8453780707.0,5178560.68,0.0,44
6021,Shlok Tata,205,Budaun,8494667833,848106336117,1966-12-02,"34/69, Walla Marg",105,UTTAR PRADESH,9,India,406021,912006288480,Verified,1,High,648270,ef2e4247-3015-48b4-b407-217398700660,Current,Indian,Yes,Yes,2892065154.0,6644845.42,38015.63,37
6022,Alisha Kumar,206,Bulandshahr,6833636520,109848243145,1963-05-31,"46/223
Sem Path",106,UTTAR PRADESH,9,India,406022,995115762,Pending,2,Low,336377,47951b34-0079-4d5e-93dd-415e1ea755ae,Savings,Indian,Yes,No,,6222446.36,35422.14,54
6023,Divit Kannan,207,Bundi,4616512184,890375651359,1989-11-06,"H.No. 078, Soman Road",107,RAJASTHAN,8,India,406023,8351432175,Rejected,4,Medium,199019,e82e5352-4b14-4c40-96c6-7a4488d2e531,Current,Indian,No,Yes,9710987574.0,9429440.1,0.0,41
6024,Anay Trivedi,208,Burari,1847734929,659286991750,1992-12-19,"88
Gour Nagar",108,NCT OF DELHI,7,India,406024,8997303849,Rejected,4,Medium,777540,a3212671-4b9f-4d97-85a4-09d9993dbe5d,Savings,Indian,No,Yes,6361082896.0,1030890.02,0.0,30
6025,Elakshi Khurana,209,Burhanpur,9150176330,638116243777,2003-09-15,"H.No. 93, Chakrabarti Path",109,MADHYA PRADESH,23,India,406025,5410375440,Pending,1,Medium,850626,b0f1d2ac-87af-40a4-a508-1c8d5011ae43,Savings,Indian,Yes,Yes,4630241733.0,6925986.12,70777.24,59
6026,Charvi Chhabra,210,Buxar,8043106512,435646154727,1984-06-16,"82, Chad Nagar",110,BIHAR,10,India,406026,5509045602,Pending,3,High,735298,fe63f395-dc80-4c46-a096-54ca5342b770,Savings,Indian,Yes,Yes,7166982503.0,6490764.47,46512.8,52
6027,Shaan Brar,211,Champdani,3533247412,730781032666,1999-02-06,"H.No. 789
Kapoor Path",111,WEST BENGAL,19,India,406027,914039694072,Rejected,1,Medium,940210,b8a9a660-3bbc-4761-b44d-97303cc495e9,Savings,Indian,No,No,,3575973.51,0.0,65
6028,Adah Chaudhari,212,Chandannagar,7412187432,282294973424,1968-06-19,"50, Dada Path",112,WEST BENGAL,19,India,406028,916896797833,Pending,1,High,641326,621337e2-8e79-4003-afc4-2944858062f8,Savings,Indian,Yes,Yes,1053560447.0,2351085.14,35501.83,29
6029,Gatik Gaba,213,Chandausi,2969609275,179980871105,1987-10-21,"113
Ramaswamy Path",113,UTTAR PRADESH,9,India,406029,7067110605,Rejected,4,Low,802654,3631d567-e45b-426d-9ed8-c649d36e50c5,Savings,Indian,No,Yes,8301234895.0,1674906.95,0.0,52
6030,Zain Deshpande,214,Chandigarh,5322907797,281514223118,2001-08-04,"H.No. 337
Comar Chowk",114,CHANDIGARH,4,India,406030,8127734763,Verified,1,High,513463,9383fe4e-c384-4e53-8921-681bcb1344ea,Savings,Indian,Yes,Yes,4506954697.0,3596388.97,45687.59,67
6031,Uthkarsh Shukla,215,Chandrapur,6101912490,215498628870,1973-03-11,"36, Ravi Zila",115,MAHARASHTRA,27,India,406031,910795384977,Pending,2,Low,646451,33e8a514-7478-4ade-8631-88c3b69261c1,Savings,Indian,Yes,Yes,2684058840.0,9580738.65,35040.44,40
6032,Pari Gade,216,Chapra,2207441000,451404842227,1972-09-11,"64, Suri Street",116,BIHAR,10,India,406032,917484712885,Pending,4,Medium,449230,e329f3b5-1a62-4a1a-bb97-1cb84eb4869e,Savings,Indian,No,No,,144830.76,0.0,24
6033,Gatik Soni,217,Chas,4082661196,975851402623,1977-01-10,"145
Shroff Path",117,JHARKHAND,20,India,406033,914456878602,Rejected,4,Low,732760,a3add60a-b7ff-485f-b86b-22c7fe5c22e8,Current,Indian,No,No,,3906026.91,0.0,61
6034,Miraya Mahal,218,Chennai,8553600868,606827272992,1995-10-01,"34/884, Kota Street",118,TAMIL NADU,33,India,406034,917731982116,Verified,2,Medium,439004,3fd7f40b-0c1b-4e56-a2b9-e7309c1e8531,Current,Indian,Yes,No,,3856273.36,53416.31,59
6035,Ira Manda,219,Chhattarpur,8501956198,673730987619,1961-08-03,"24/799
Dayal Nagar",119,MADHYA PRADESH,23,India,406035,1919592804,Pending,4,Medium,591552,404f0566-4d05-4146-9f77-3da3c59f1e34,Savings,Indian,Yes,Yes,4495186685.0,6522873.81,83813.36,61
6036,Faiyaz Saxena,220,Chhindwara,3383185036,745232807138,1962-11-05,"65/491, Char Ganj",120,MADHYA PRADESH,23,India,406036,2646135846,Rejected,1,Low,895437,1b16559b-7fd0-4003-9001-837f8b76a9a2,Savings,Indian,No,Yes,5800155138.0,1375935.13,0.0,29
6037,Azad Kar,221,Chikmagalur,4277992042,921668507992,1972-09-13,"H.No. 943, Karnik Path",121,KARNATAKA,29,India,406037,4430618230,Verified,2,Medium,532260,daa6ad65-1c2a-4d55-bac3-fb7a9dea2f23,Current,Indian,Yes,Yes,1726648330.0,129461.72,22954.56,24
6038,Kaira Bora,222,Chilakaluripet,9152908261,297812885913,2005-07-03,"H.No. 786
Joshi Zila",122,ANDHRA PRADESH,28,India,406038,9817478544,Verified,1,Low,144798,be8cd0c3-cfee-4b6a-950d-5af5f20ed0bb,Savings,Indian,No,No,,2416684.45,0.0,28
6039,Dhanush Bose,223,Chitradurga,8434677256,128413739268,1960-01-06,"79
Kata Marg",123,KARNATAKA,29,India,406039,917462612772,Verified,2,High,162649,4a2d842e-59a1-46a2-93d9-938542273431,Savings,Indian,Yes,No,,6092408.68,22329.76,67
6040,Darshit De,224,Chittaurgarh,7747935774,354412784038,1979-03-29,"H.No. 571, Sant Circle",124,RAJASTHAN,8,India,406040,3073874645,Pending,1,Medium,800143,27912f03-06cc-46f3-bd31-05642e82188b,Savings,Indian,Yes,No,,2191001.74,20235.2,73
6041,Hiran Dugal,225,Chittoor,4373545785,475981489733,1994-06-05,"H.No. 395
Chaudhary Circle",125,ANDHRA PRADESH,28,India,406041,916144677953,Verified,3,High,404477,b392efd9-d345-42e5-a596-3d72e19f33db,Current,Indian,Yes,No,,1804506.29,25803.64,79
6042,Hiran Chand,226,Churu,7889920142,194995147064,1967-06-18,"H.No. 48, Barad Zila",126,RAJASTHAN,8,India,406042,912551125684,Rejected,2,High,530051,2d589db0-f6dd-4d5e-9087-1c05d7160487,Current,Indian,No,No,,2633029.83,0.0,56
6043,Aarav Kashyap,227,Coimbatore,7373413544,602009305881,1965-08-23,"H.No. 18
Mandal Chowk",127,TAMIL NADU,33,India,406043,4459279611,Verified,2,Low,946724,70c529c6-ac3c-433c-b4d7-cb650d992275,Current,Indian,Yes,No,,1361151.22,25508.91,29
6044,Elakshi Sachdeva,228,Cuddalore,8000790985,910893605594,1977-08-19,"74/923
Arora Road",128,TAMIL NADU,33,India,406044,9741693731,Pending,1,Low,264980,289b9863-a13c-48bc-ba85-e0b1f8398359,Current,Indian,No,No,,2166997.02,0.0,57
6045,Mannat Ben,229,Cuttack,6254946266,708987960918,1963-10-02,"H.No. 777
Anne",129,ORISSA,21,India,406045,3819037430,Rejected,3,High,129205,b9e7ecf2-10e3-43b5-bdfe-7eedd97dbd55,Current,Indian,Yes,No,,3179555.17,76004.03,75
6046,Samiha Hayre,230,Dabgram,7962045217,354867374720,1989-09-28,"84/17, Issac Nagar",130,WEST BENGAL,19,India,406046,912301716318,Rejected,1,High,566804,7d45a35f-8a0f-45f0-a4fd-193cfb33c9d6,Current,Indian,No,Yes,4707807145.0,161506.29,0.0,18
6047,Ishita Choudhury,231,Dallo Pura,6402518652,558948136943,1965-08-19,"987
Bath",131,NCT OF DELHI,7,India,406047,916999587787,Rejected,1,Medium,899215,9acce447-2b52-4af9-8a4d-66ea7108a53c,Current,Indian,No,Yes,3473930328.0,8579616.7,0.0,45
6048,Ishita Bal,232,Damoh,7813971864,247212650636,1971-07-05,"H.No. 221, Mand",132,MADHYA PRADESH,23,India,406048,911729498490,Rejected,3,High,132021,166e566e-4657-42b7-9057-d23cd21b69a9,Current,Indian,Yes,Yes,3512596298.0,2197783.67,16498.13,74
6049,Vritika Khalsa,233,Darbhanga,3500707098,932498253728,1971-04-03,"124, Ramakrishnan",133,BIHAR,10,India,406049,918377563449,Verified,3,Low,344298,0c77b622-3f0a-4d95-88d9-ebda15b45a4a,Savings,Indian,No,Yes,1063928332.0,2808457.62,0.0,63
6050,Anika Vaidya,234,Darjiling,4276384083,974564294219,1992-01-06,"H.No. 641
Dhaliwal Marg",134,WEST BENGAL,19,India,406050,3880779948,Pending,1,High,141443,34e63b3a-c02f-42e9-b622-29052f328bd9,Current,Indian,Yes,Yes,1439166896.0,3544789.76,34662.79,51
6051,Nayantara Kothari,235,Datia,2791208089,851064272868,2000-04-14,"91, Choudhury Nagar",135,MADHYA PRADESH,23,India,406051,915953699938,Rejected,2,Low,768796,bf957678-0451-42e1-aa44-06d05c3b21d3,Current,Indian,No,No,,4270540.06,0.0,71
6052,Vardaniya Samra,236,Davanagere,6692292735,781975934366,1996-04-25,"H.No. 417, Char Circle",136,KARNATAKA,29,India,406052,7510073780,Rejected,4,High,531390,b9fb7f57-ec3c-4879-9ab8-68cccdb63176,Savings,Indian,No,Yes,4874258803.0,3491832.29,0.0,52
6053,Neelofar Kar,237,Deesa,6056721622,574417836874,1977-08-26,"133
Biswas Path",137,GUJARAT,24,India,406053,685894078,Verified,3,High,647129,fbfa57ef-e3a8-4b68-97b4-5b68424a6b60,Savings,Indian,No,Yes,1496768514.0,2603367.49,0.0,65
6054,Ryan Sabharwal,238,Dehradun,1911079482,704492497677,1992-04-16,"255, Mander Path",138,UTTARAKHAND,5,India,406054,913104337515,Rejected,4,High,703888,9b803888-314d-44f1-b0c0-b7f0de908a97,Savings,Indian,No,Yes,5397310520.0,7363607.13,0.0,49
6055,Lagan Krishnan,239,Dehri,8985841211,614552711506,1991-06-14,"826, Bassi",139,BIHAR,10,India,406055,978655920,Rejected,4,Low,839383,77bc49d8-d18d-4ca6-8d2b-8d0534f1ed06,Current,Indian,Yes,Yes,7892264712.0,7696798.21,34626.5,36
6056,Inaaya  Seth,240,Delhi,6517234148,537650521633,1992-04-26,"027
Barad Road",140,NCT OF DELHI,7,India,406056,911456287556,Verified,2,High,780629,ab2ddbe6-a56a-45bc-ab64-7dd6bffb0321,Savings,Indian,Yes,Yes,4674979488.0,214738.85,8168.04,21
6057,Urvi Anand,241,Delhi Cantonment,8492785918,683081653529,2003-08-26,"607, Yogi Road",141,NCT OF DELHI,7,India,406057,163872148,Rejected,4,High,939323,2dba7084-345c-44f9-8c3a-49f43d8e96d3,Savings,Indian,Yes,No,,4097488.41,20950.65,28
6058,Tara Tandon,242,Deoghar,5067153406,815838664119,1961-06-02,"92
Ramachandran Marg",142,JHARKHAND,20,India,406058,4804807318,Rejected,2,Medium,451317,25af3813-3097-41d4-bd88-e266c2059e36,Current,Indian,Yes,Yes,7304114791.0,1043723.16,80474.56,54
6059,Kashvi Thakur,243,Deoli,8368893164,682847765154,1999-11-13,"00
Ghosh",143,NCT OF DELHI,7,India,406059,40831722,Verified,3,Low,593907,3f1a4e40-c28a-4f0f-84a5-be6facc2f675,Savings,Indian,No,No,,125149.02,0.0,24
6060,Shaan Bajwa,244,Deoria,2369539541,922955045293,1984-11-26,"423
Bumb Marg",144,UTTAR PRADESH,9,India,406060,8857877960,Rejected,4,Low,511597,6f2db7bd-db64-4c94-8add-70c0f37cfd03,Savings,Indian,No,No,,5426463.72,0.0,59
6061,Ivan Wali,245,Dewas,6856742171,502865662494,1973-07-22,"H.No. 293, Khatri Street",145,MADHYA PRADESH,23,India,406061,4769785604,Rejected,3,High,727540,5b3ceb09-3e73-4a85-b5a9-e967813d1ddc,Savings,Indian,Yes,Yes,3793726236.0,6894159.78,51693.89,65
6062,Ira Edwin,246,Dhanbad,4172955952,757349526358,1971-07-23,"17/009, Rout Zila",146,JHARKHAND,20,India,406062,9276900053,Pending,3,Low,364395,eb14302a-f455-40a0-8b25-c2e99fd0abdf,Current,Indian,Yes,Yes,4250214456.0,2396356.73,38079.37,34
6063,Inaaya  Chada,247,Dharmavaram,1960079536,789858618472,1973-03-14,"98/25, Sahni Chowk",147,ANDHRA PRADESH,28,India,406063,918620503403,Rejected,4,Low,503060,6b2a4948-83cd-4c1d-8db3-576a3a18b3ba,Savings,Indian,Yes,No,,2184500.43,49810.96,51
6064,Inaaya  Dugar,248,Dhaulpur,4323022158,976112198948,1963-12-16,"H.No. 26
Chowdhury Zila",148,RAJASTHAN,8,India,406064,149541637,Pending,1,Medium,288704,45e32b15-20d7-45ac-a920-f9052f5162f6,Savings,Indian,No,Yes,7949593421.0,3881800.47,0.0,30
6065,Hazel Jayaraman,249,Dhule,6132401402,322222665576,1960-12-30,"33/590, Sharaf",149,MAHARASHTRA,27,India,406065,9735057759,Pending,3,Medium,888837,b63ea31c-d24c-4ac6-8878-19aec6f12853,Current,Indian,No,Yes,5925605113.0,6169189.11,0.0,42
6066,Zaina Bhattacharyya,250,Dibrugarh,1623715509,816643156574,1995-12-13,"H.No. 042, Zacharia Chowk",150,ASSAM,18,India,406066,1232628069,Pending,4,Low,288092,ae18ea6e-a74b-4abf-be07-988d7323d4ce,Savings,Indian,Yes,Yes,5586356117.0,9932371.09,15744.45,37
6067,Elakshi Lalla,251,Dimapur,8932103874,130842242441,1976-09-09,"69/462
Dixit Circle",151,NAGALAND,13,India,406067,915519032607,Rejected,1,Medium,879027,e2a9dd69-cd89-4efe-99bf-e13daafaf621,Savings,Indian,No,Yes,4262017612.0,3009974.57,0.0,28
6068,Aarush Lall,252,Dinapur Nizamat,1019855489,308871335092,1984-07-20,"46/58, Hayre Path",152,BIHAR,10,India,406068,8256591077,Pending,1,Medium,814689,86f597da-e890-4dc4-853e-75d6dc96da5a,Savings,Indian,Yes,Yes,1205574802.0,1139771.74,19935.67,68
6069,Raunak Chanda,253,Dindigul,7846866912,745398098147,2000-06-01,"908
Bahri Chowk",153,TAMIL NADU,33,India,406069,9116037800,Pending,4,Low,703005,97a6f3f0-6b11-4e18-a80b-c6dc48774fed,Current,Indian,Yes,Yes,1848144605.0,691415.14,83244.4,65
6070,Piya Kibe,254,Dum Dum,3812969653,716547115460,1966-03-26,"209
Chander Ganj",154,WEST BENGAL,19,India,406070,819562190,Pending,3,Medium,616715,a55998ff-2b47-4576-83d1-14c02b9fd965,Current,Indian,Yes,Yes,1372742785.0,129516.7,13249.17,25
6071,Anaya Basu,255,Durg,8426331296,220458005918,1976-10-04,"34, Agarwal Chowk",155,CHHATTISGARH,22,India,406071,9422066966,Rejected,4,Low,373937,ad13cace-174c-4bdc-bc5f-c9aaf3469f32,Savings,Indian,No,No,,3519833.98,0.0,79
6072,Raunak Dara,256,Durgapur,5537478483,214888785361,1982-08-03,"50, Shere Street",156,WEST BENGAL,19,India,406072,916737895077,Rejected,2,High,831472,b41ebc24-06bd-4c88-be7f-e47e4ff07e6b,Current,Indian,No,Yes,5222950444.0,2189481.18,0.0,55
6073,Aaina Soman,257,Eluru,2541535593,484775323014,1962-04-02,"H.No. 421
Sachdeva Chowk",157,ANDHRA PRADESH,28,India,406073,7574394811,Rejected,2,Medium,592574,cc1c2172-0ce7-414b-8d4b-3182120aa145,Current,Indian,Yes,No,,5987227.84,62392.4,54
6074,Kabir Bawa,258,English Bazar,4361038041,733608367401,1971-09-25,"56/15
Ramakrishnan Marg",158,WEST BENGAL,19,India,406074,8552134812,Rejected,3,Medium,933201,825c4c9d-edd0-434b-a385-64c82c253c15,Savings,Indian,No,No,,150129.18,0.0,24
6075,Kanav Shankar,259,Erode,1019061686,674008824788,1981-01-01,"30/043
Suri Marg",159,TAMIL NADU,33,India,406075,2465908303,Pending,4,High,846713,cdc8351d-593f-41e8-ab1a-b97dc30a3b89,Savings,Indian,No,No,,6106431.54,0.0,63
6076,Anahi Shroff,260,Etah,7707880319,332506807899,1969-03-13,"181, Kumer Nagar",160,UTTAR PRADESH,9,India,406076,7557890116,Rejected,1,Low,110662,688e6e3d-b738-4505-8916-1026d88e91bb,Current,Indian,No,No,,6081351.43,0.0,79
6077,Uthkarsh Arora,261,Etawah,3106981937,507958780851,1967-10-24,"27/72
Bhasin Zila",161,UTTAR PRADESH,9,India,406077,4063413555,Verified,1,Low,573955,8f9e788b-e17b-4b53-88f0-ff3e29d7873b,Savings,Indian,Yes,Yes,2182207831.0,109784.93,22011.46,21
6078,Sana Grewal,262,Faizabad,9184994711,508353935620,1998-12-18,"47/076
Kala Circle",162,UTTAR PRADESH,9,India,406078,914734281545,Verified,2,Medium,591914,6beb7bf1-8819-4b7e-86e6-1cbe049ad451,Savings,Indian,Yes,No,,6615954.13,12876.07,46
6079,Onkar Dass,263,Faridabad,9321795905,464585615583,2001-11-08,"H.No. 689
Sane Marg",163,HARYANA,6,India,406079,5605034338,Verified,3,Medium,427703,72f722f2-b365-4e69-8e2e-b8e114762580,Savings,Indian,Yes,No,,1000128.3,86613.5,65
6080,Raghav Jhaveri,264,Farrukhabad-cum-Fatehgarh,8421873850,373493987339,1977-08-06,"H.No. 02
Krish Road",164,UTTAR PRADESH,9,India,406080,916447626239,Verified,3,Low,160815,a8800f6d-464d-4ca8-9615-b5865f647ee2,Savings,Indian,No,Yes,5261907185.0,200908.14,0.0,24
